review_text,rating
last meal before leaving for,.
last meal before leaving for .,chose
last meal before leaving for . chose,in
last meal before leaving for . chose in,as
--,visit
-- visit,in
-- visit in,years
-- visit in years,-
-- visit in years -,food
-- visit in years - food,excellent
-- visit in years - food excellent,-
-- visit in years - food excellent -,we
with,","
"with ,",probably
"with , probably",the
"with , probably the",best
"with , probably the best",restaurants
"with , probably the best restaurants",for
"with , probably the best restaurants for",food
"with , probably the best restaurants for food",in
was,raining
was raining,in
was raining in,","
"was raining in ,",was
"was raining in , was",packed
"was raining in , was packed",with
"was raining in , was packed with",tourists
"was raining in , was packed with tourists",and
definitely,worth
definitely worth,a
definitely worth a,cheap
definitely worth a cheap,but
definitely worth a cheap but,nowhere
definitely worth a cheap but nowhere,near
definitely worth a cheap but nowhere near,expensive
definitely worth a cheap but nowhere near expensive,compared
of,my
of my,restaurants
of my restaurants,in
of my restaurants in,.
of my restaurants in .,is
of my restaurants in . is,a
of my restaurants in . is a,high
of my restaurants in . is a high,end
sure,not
sure not,a
sure not a,standard
sure not a standard,place
sure not a standard place,by
sure not a standard place by,standards
sure not a standard place by standards,.
sure not a standard place by standards .,place
were,planning
were planning,to
were planning to,go
were planning to go,to
were planning to go to,","
"were planning to go to ,",the
"were planning to go to , the",restaurant
"were planning to go to , the restaurant",next
was,one
was one,of
was one of,my
was one of my,favourite
was one of my favourite,restaurants
was one of my favourite restaurants,.
was one of my favourite restaurants .,went
was one of my favourite restaurants . went,recently
younger,daughter
younger daughter,and
younger daughter and,her
younger daughter and her,fiance
younger daughter and her fiance,arranged
younger daughter and her fiance arranged,for
younger daughter and her fiance arranged for,my
younger daughter and her fiance arranged for my,husband
's,hard
's hard,to
's hard to,choose
's hard to choose,what
's hard to choose what,to
's hard to choose what to,have
's hard to choose what to have,as
's hard to choose what to have as,the
of,us
of us,dined
of us dined,here
of us dined here,a
of us dined here a,couple
of us dined here a couple,of
of us dined here a couple of,weeks
of us dined here a couple of weeks,ago
food,was
food was,really
food was really,good
food was really good,and
food was really good and,flavorful
food was really good and flavorful,and
food was really good and flavorful and,the
food was really good and flavorful and the,prices
it,was
it was,my
it was my,first
it was my first,time
it was my first time,going
it was my first time going,to
it was my first time going to,and
it was my first time going to and,thought
of,the
of the,best
of the best,traditional
of the best traditional,restaurants
of the best traditional restaurants,in
of the best traditional restaurants in,.
of the best traditional restaurants in .,'s
of the best traditional restaurants in . 's,good
is,my
is my,third
is my third,time
is my third time,at
is my third time at,rules
is my third time at rules,and
is my third time at rules and,once
is my third time at rules and once,again
met,three
met three,of
met three of,my
met three of my,cousins
met three of my cousins,","
"met three of my cousins ,",my
"met three of my cousins , my",aunt
"met three of my cousins , my aunt",and
many,times
many times,in
many times in,the
many times in the,past
many times in the past,-
many times in the past -,usually
many times in the past - usually,for
many times in the past - usually for,special
here,after
here after,theatre
here after theatre,visit
here after theatre visit,.
here after theatre visit .,all
here after theatre visit . all,had
here after theatre visit . all had,the
here after theatre visit . all had the,.
restaurant,is
restaurant is,the
restaurant is the,best
restaurant is the best,have
restaurant is the best have,ever
restaurant is the best have ever,visited
restaurant is the best have ever visited,","
"restaurant is the best have ever visited ,",every
inattentive,staff
inattentive staff,","
"inattentive staff ,",average
"inattentive staff , average",food
"inattentive staff , average food",","
"inattentive staff , average food ,",expensive
"inattentive staff , average food , expensive",arriving
"inattentive staff , average food , expensive arriving",there
decided,to
decided to,come
decided to come,down
decided to come down,to
decided to come down to,for
decided to come down to for,a
decided to come down to for a,treat
decided to come down to for a treat,and
oldest,restaurant
oldest restaurant,in
oldest restaurant in,which
oldest restaurant in which,has
oldest restaurant in which has,a
oldest restaurant in which has a,great
oldest restaurant in which has a great,atmosphere
oldest restaurant in which has a great atmosphere,with
food,!
food !,atmosphere
food ! atmosphere,.
food ! atmosphere .,staff
food ! atmosphere . staff,were
food ! atmosphere . staff were,for
food ! atmosphere . staff were for,the
food ! atmosphere . staff were for the,most
a,truly
a truly,``
a truly ``,british
a truly `` british,''
a truly `` british '',dining
a truly `` british '' dining,food
a truly `` british '' dining food,here
a truly `` british '' dining food here,(
had,been
had been,reviewing
had been reviewing,this
had been reviewing this,as
had been reviewing this as,myself
had been reviewing this as myself,only
had been reviewing this as myself only,","
"had been reviewing this as myself only ,",would
after,several
after several,recommendations
after several recommendations,from
after several recommendations from,friends
after several recommendations from friends,we
after several recommendations from friends we,went
after several recommendations from friends we went,to
after several recommendations from friends we went to,this
usual,","
"usual ,",rules
"usual , rules",really
"usual , rules really",does
"usual , rules really does",provide
"usual , rules really does provide",a
"usual , rules really does provide a",sense
"usual , rules really does provide a sense",of
experience,.
experience .,gentleman
experience . gentleman,gave
experience . gentleman gave,us
experience . gentleman gave us,a
experience . gentleman gave us a,great
experience . gentleman gave us a great,welcome
experience . gentleman gave us a great welcome,","
visited,with
visited with,friends
visited with friends,for
visited with friends for,a
visited with friends for a,meal
visited with friends for a meal,we
visited with friends for a meal we,started
visited with friends for a meal we started,the
intended,to
intended to,have
intended to have,lunch
intended to have lunch,at
intended to have lunch at,on
intended to have lunch at on,my
intended to have lunch at on my,own
intended to have lunch at on my own,but
have,been
have been,before
have been before,with
have been before with,friends
have been before with friends,and
have been before with friends and,it
have been before with friends and it,fails
have been before with friends and it fails,to
’,s
’ s,been
’ s been,over
’ s been over,years
’ s been over years,since
’ s been over years since,we
’ s been over years since we,have
’ s been over years since we have,visited
have,treated
have treated,ourselves
have treated ourselves,at
have treated ourselves at,this
have treated ourselves at this,superb
have treated ourselves at this superb,place
have treated ourselves at this superb place,for
have treated ourselves at this superb place for,a
love,this
love this,place
love this place,and
love this place and,go
love this place and go,every
love this place and go every,year
love this place and go every year,for
love this place and go every year for,my
first,visit
first visit,to
first visit to,and
first visit to and,a
first visit to and a,most
first visit to and a most,enjoyable
first visit to and a most enjoyable,one
first visit to and a most enjoyable one,too
food,has
food has,gotten
food has gotten,a
food has gotten a,bad
food has gotten a bad,rap
food has gotten a bad rap,for
food has gotten a bad rap for,years
food has gotten a bad rap for years,(
the,pleasure
the pleasure,of
the pleasure of,dining
the pleasure of dining,at
the pleasure of dining at,.
the pleasure of dining at .,can
the pleasure of dining at . can,say
the pleasure of dining at . can say,is
represents,at
represents at,its
represents at its,best
represents at its best,.
represents at its best .,is
represents at its best . is,steeped
represents at its best . is steeped,in
represents at its best . is steeped in,history
had,a
had a,fantastic
had a fantastic,lunch
had a fantastic lunch,at
had a fantastic lunch at,.
had a fantastic lunch at .,restaurant
had a fantastic lunch at . restaurant,was
had a fantastic lunch at . restaurant was,tastefully
a,tourist
a tourist,destination
a tourist destination,it
a tourist destination it,is
a tourist destination it is,lovely
a tourist destination it is lovely,and
a tourist destination it is lovely and,fills
a tourist destination it is lovely and fills,the
menu,","
"menu ,",with
"menu , with",emphasis
"menu , with emphasis",on
"menu , with emphasis on",season
"menu , with emphasis on season",.
"menu , with emphasis on season .",game
"menu , with emphasis on season . game",","
took,my
took my,girlfriend
took my girlfriend,to
took my girlfriend to,rules
took my girlfriend to rules,for
took my girlfriend to rules for,her
took my girlfriend to rules for her,birthday
took my girlfriend to rules for her birthday,-
you,want
you want,to
you want to,have
you want to have,the
you want to have the,feeling
you want to have the feeling,of
you want to have the feeling of,","
"you want to have the feeling of ,",you
group,of
group of,was
group of was,reduced
group of was reduced,to
group of was reduced to,but
group of was reduced to but,we
group of was reduced to but we,still
group of was reduced to but we still,decided
restaurant,came
restaurant came,recommended
restaurant came recommended,and
restaurant came recommended and,can
restaurant came recommended and can,see
restaurant came recommended and can see,why
restaurant came recommended and can see why,.
restaurant came recommended and can see why .,created
of,the
of the,previous
of the previous,reviews
of the previous reviews,will
of the previous reviews will,give
of the previous reviews will give,you
of the previous reviews will give you,an
of the previous reviews will give you an,idea
to,on
to on,night
to on night,.
to on night .,usual
to on night . usual,","
"to on night . usual ,",food
"to on night . usual , food",was
"to on night . usual , food was",great
never,miss
never miss,when
never miss when,in
never miss when in,.
never miss when in .,have
never miss when in . have,eaten
never miss when in . have eaten,five
never miss when in . have eaten five,times
food,and
food and,service
food and service,.
food and service .,been
food and service . been,several
food and service . been several,times
food and service . been several times,when
food and service . been several times when,we
a,real
a real,treat
a real treat,after
a real treat after,a
a real treat after a,great
a real treat after a great,show
a real treat after a great show,in
a real treat after a great show in,the
atmosphere,","
"atmosphere ,",able
"atmosphere , able",to
"atmosphere , able to",converse
"atmosphere , able to converse",with
"atmosphere , able to converse with",people
"atmosphere , able to converse with people",at
"atmosphere , able to converse with people at",our
one,of
one of,the
one of the,traditional
one of the traditional,clubs
one of the traditional clubs,with
one of the traditional clubs with,its
one of the traditional clubs with its,fine
one of the traditional clubs with its fine,","
was,the
was the,most
was the most,delicious
was the most delicious,meal
was the most delicious meal,we
was the most delicious meal we,had
was the most delicious meal we had,on
was the most delicious meal we had on,our
the,first
the first,time
the first time,have
the first time have,visited
the first time have visited,and
the first time have visited and,each
the first time have visited and each,time
the first time have visited and each time,has
food,based
food based,on
food based on,traditional
food based on traditional,menu
food based on traditional menu,and
food based on traditional menu and,several
food based on traditional menu and several,game
food based on traditional menu and several game,dishes
enjoyed,a
enjoyed a,magnificent
enjoyed a magnificent,meal
enjoyed a magnificent meal,at
enjoyed a magnificent meal at,.
enjoyed a magnificent meal at .,chose
enjoyed a magnificent meal at . chose,the
enjoyed a magnificent meal at . chose the,duck
a,superb
a superb,restaurant
a superb restaurant,excellent
a superb restaurant excellent,for
a superb restaurant excellent for,game
a superb restaurant excellent for game,dishes
a superb restaurant excellent for game dishes,having
a superb restaurant excellent for game dishes having,their
food,at
food at,is
food at is,good
food at is good,","
"food at is good ,",and
"food at is good , and",the
"food at is good , and the",portions
"food at is good , and the portions",are
one,of
one of,the
one of the,oldest
one of the oldest,restaurants
one of the oldest restaurants,in
one of the oldest restaurants in,town
one of the oldest restaurants in town,","
"one of the oldest restaurants in town ,",and
at,all
at all,stuffy
at all stuffy,service
at all stuffy service,pleasant
at all stuffy service pleasant,ambience
at all stuffy service pleasant ambience,menu
at all stuffy service pleasant ambience menu,food
at all stuffy service pleasant ambience menu food,good
restaurant,is
restaurant is,a
restaurant is a,sad
restaurant is a sad,and
restaurant is a sad and,distant
restaurant is a sad and distant,reflection
restaurant is a sad and distant reflection,of
restaurant is a sad and distant reflection of,past
restaurant,.
restaurant .,food
restaurant . food,and
restaurant . food and,friendly
restaurant . food and friendly,service
restaurant . food and friendly service,.
restaurant . food and friendly service .,decorations
restaurant . food and friendly service . decorations,were
you,love
you love,style
you love style,","
"you love style ,",history
"you love style , history",and
"you love style , history and",traditional
"you love style , history and traditional",food
"you love style , history and traditional food",","
whole,experience
whole experience,was
whole experience was,great
whole experience was great,.
whole experience was great .,service
whole experience was great . service,","
"whole experience was great . service ,",the
"whole experience was great . service , the",food
great,food
great food,actually
great food actually,worked
great food actually worked,in
great food actually worked in,this
great food actually worked in this,kitchen
great food actually worked in this kitchen,years
great food actually worked in this kitchen years,ago
ca,n't
ca n't,remember
ca n't remember,how
ca n't remember how,long
ca n't remember how long,this
ca n't remember how long this,restaurant
ca n't remember how long this restaurant,has
ca n't remember how long this restaurant has,been
husband,and
husband and,had
husband and had,lunch
husband and had lunch,here
husband and had lunch here,and
husband and had lunch here and,it
husband and had lunch here and it,was
husband and had lunch here and it was,lovely
upstairs,with
upstairs with,cocktails
upstairs with cocktails,prepared
upstairs with cocktails prepared,by
upstairs with cocktails prepared by,and
upstairs with cocktails prepared by and,migrated
upstairs with cocktails prepared by and migrated,downstairs
upstairs with cocktails prepared by and migrated downstairs,for
a,visit
a visit,just
a visit just,for
a visit just for,the
a visit just for the,decor
a visit just for the decor,.
a visit just for the decor .,say
a visit just for the decor . say,it
is,the
is the,oldest
is the oldest,restaurant
is the oldest restaurant,in
is the oldest restaurant in,.
is the oldest restaurant in .,have
is the oldest restaurant in . have,a
is the oldest restaurant in . have a,lot
real,step
real step,back
real step back,in
real step back in,time
real step back in time,-
real step back in time -,class
real step back in time - class,surroundings
real step back in time - class surroundings,-
was,worse
was worse,about
was worse about,this
was worse about this,place
was worse about this place,?
was worse about this place ?,is
was worse about this place ? is,very
was worse about this place ? is very,noisy
loved,our
loved our,meal
loved our meal,and
loved our meal and,the
loved our meal and the,total
loved our meal and the total,dining
loved our meal and the total dining,experience
loved our meal and the total dining experience,here
called,in
called in,to
called in to,the
called in to the,cocktail
called in to the cocktail,bar
called in to the cocktail bar,in
called in to the cocktail bar in,with
called in to the cocktail bar in with,the
've,been
've been,to
've been to,a
've been to a,number
've been to a number,of
've been to a number of,times
've been to a number of times,and
've been to a number of times and,it
school,cocktails
school cocktails,","
"school cocktails ,",fantastic
"school cocktails , fantastic",service
"school cocktails , fantastic service",","
"school cocktails , fantastic service ,",well
"school cocktails , fantastic service , well",worth
"school cocktails , fantastic service , well worth",the
always,make
always make,a
always make a,stop
always make a stop,at
always make a stop at,","
"always make a stop at ,",if
"always make a stop at , if",even
"always make a stop at , if even",just
having,to
having to,sit
having to sit,through
having to sit through,the
having to sit through the,pompous
having to sit through the pompous,","
"having to sit through the pompous ,",sexist
"having to sit through the pompous , sexist",talk
had,been
had been,looking
had been looking,forward
had been looking forward,to
had been looking forward to,dining
had been looking forward to dining,at
had been looking forward to dining at,for
had been looking forward to dining at for,a
establishment,exudes
establishment exudes,all
establishment exudes all,that
establishment exudes all that,is
establishment exudes all that is,great
establishment exudes all that is great,about
establishment exudes all that is great about,fine
establishment exudes all that is great about fine,dining
visited,with
visited with,a
visited with a,friend
visited with a friend,and
visited with a friend and,family
visited with a friend and family,for
visited with a friend and family for,my
visited with a friend and family for my,friends
booked,and
booked and,went
booked and went,for
booked and went for,our
booked and went for our,anniversary
booked and went for our anniversary,knowing
booked and went for our anniversary knowing,not
booked and went for our anniversary knowing not,to
have,dined
have dined,here
have dined here,many
have dined here many,times
have dined here many times,over
have dined here many times over,the
have dined here many times over the,years
have dined here many times over the years,but
the,best
the best,food
the best food,","
"the best food ,",not
"the best food , not",the
"the best food , not the",most
"the best food , not the most",romantic
"the best food , not the most romantic",spot
friends,and
friends and,had
friends and had,dinner
friends and had dinner,here
friends and had dinner here,one
friends and had dinner here one,wet
friends and had dinner here one wet,night
friends and had dinner here one wet night,.
for,business
for business,lunch
for business lunch,for
for business lunch for,the
for business lunch for the,first
for business lunch for the first,time
for business lunch for the first time,in
for business lunch for the first time in,years
do,not
do not,think
do not think,that
do not think that,an
do not think that an,ordinary
do not think that an ordinary,review
do not think that an ordinary review,for
do not think that an ordinary review for,a
for,dinner
for dinner,with
for dinner with,a
for dinner with a,friend
for dinner with a friend,and
for dinner with a friend and,were
for dinner with a friend and were,excited
for dinner with a friend and were excited,by
partner,and
partner and,rocked
partner and rocked,up
partner and rocked up,to
partner and rocked up to,on
partner and rocked up to on,a
partner and rocked up to on a,wet
partner and rocked up to on a wet,and
been,to
been to,rules
been to rules,before
been to rules before,","
"been to rules before ,",my
"been to rules before , my",husband
"been to rules before , my husband",and
"been to rules before , my husband and",arranged
had,an
had an,early
had an early,dinner
had an early dinner,at
had an early dinner at,before
had an early dinner at before,heading
had an early dinner at before heading,to
had an early dinner at before heading to,a
booked,this
booked this,restaurant
booked this restaurant,based
booked this restaurant based,on
booked this restaurant based on,a
booked this restaurant based on a,'s
booked this restaurant based on a 's,recommendation
booked this restaurant based on a 's recommendation,.
decor,a
decor a,tad
decor a tad,corney
decor a tad corney,but
decor a tad corney but,it
decor a tad corney but it,works
decor a tad corney but it works,.
decor a tad corney but it works .,","
is,one
is one,of
is one of,those
is one of those,restaurants
is one of those restaurants,that
is one of those restaurants that,probably
is one of those restaurants that probably,could
is one of those restaurants that probably could,n't
group,of
group of,five
group of five,ate
group of five ate,lunch
group of five ate lunch,at
group of five ate lunch at,as
group of five ate lunch at as,part
group of five ate lunch at as part,of
dined,at
dined at,with
dined at with,three
dined at with three,other
dined at with three other,couples
dined at with three other couples,.
dined at with three other couples .,dinner
dined at with three other couples . dinner,we
:,by
: by,in
: by in,","
": by in ,",making
": by in , making",it
": by in , making it",the
": by in , making it the",oldest
": by in , making it the oldest",restaurant
is,one
is one,of
is one of,my
is one of my,favourite
is one of my favourite,restaurants
is one of my favourite restaurants,.
is one of my favourite restaurants .,'ve
is one of my favourite restaurants . 've,been
was,a
was a,great
was a great,choice
was a great choice,for
was a great choice for,lunch
was a great choice for lunch,-
was a great choice for lunch -,so
was a great choice for lunch - so,much
a,wonderful
a wonderful,treat
a wonderful treat,to
a wonderful treat to,return
a wonderful treat to return,to
a wonderful treat to return to,this
a wonderful treat to return to this,quintessential
a wonderful treat to return to this quintessential,restaurant
i,have
i have,been
i have been,to
i have been to,this
i have been to this,restaurant
i have been to this restaurant,twice
i have been to this restaurant twice,and
i have been to this restaurant twice and,it
first,visit
first visit,to
first visit to,and
first visit to and,not
first visit to and not,to
first visit to and not to,our
first visit to and not to our,expectations
first visit to and not to our expectations,.
is,how
is how,all
is how all,restaurants
is how all restaurants,should
is how all restaurants should,be
is how all restaurants should be,run
is how all restaurants should be run,","
"is how all restaurants should be run ,",professional
we,thought
we thought,we
we thought we,would
we thought we would,find
we thought we would find,more
we thought we would find more,substance
we thought we would find more substance,to
we thought we would find more substance to,this
restaurant,has
restaurant has,the
restaurant has the,old
restaurant has the old,world
restaurant has the old world,charm
restaurant has the old world charm,you
restaurant has the old world charm you,would
restaurant has the old world charm you would,expect
was,my
was my,first
was my first,time
was my first time,visiting
was my first time visiting,and
was my first time visiting and,the
was my first time visiting and the,experience
was my first time visiting and the experience,was
is,touted
is touted,as
is touted as,the
is touted as the,oldest
is touted as the oldest,restaurant
is touted as the oldest restaurant,in
is touted as the oldest restaurant in,","
"is touted as the oldest restaurant in ,",and
must,say
must say,was
must say was,quite
must say was quite,disappointed
must say was quite disappointed,after
must say was quite disappointed after,this
must say was quite disappointed after this,last
must say was quite disappointed after this last,visit
to,rules
to rules,for
to rules for,valentines
to rules for valentines,day
to rules for valentines day,with
to rules for valentines day with,another
to rules for valentines day with another,couples
to rules for valentines day with another couples,and
of,the
of the,oldest
of the oldest,(
of the oldest (,if
of the oldest ( if,not
of the oldest ( if not,the
of the oldest ( if not the,oldest
of the oldest ( if not the oldest,)
hired,the
hired the,seater
hired the seater,private
hired the seater private,dining
hired the seater private dining,suite
hired the seater private dining suite,to
hired the seater private dining suite to,celebrate
hired the seater private dining suite to celebrate,my
visit,here
visit here,","
"visit here ,",&
"visit here , &",again
"visit here , & again",look
"visit here , & again look",forward
"visit here , & again look forward",to
"visit here , & again look forward to",returning
the,top
the top,hatted
the top hatted,doorman
the top hatted doorman,to
the top hatted doorman to,attentive
the top hatted doorman to attentive,and
the top hatted doorman to attentive and,helpful
the top hatted doorman to attentive and helpful,service
a,weekend
a weekend,trip
a weekend trip,to
a weekend trip to,","
"a weekend trip to ,",we
"a weekend trip to , we",absolutely
"a weekend trip to , we absolutely",wanted
"a weekend trip to , we absolutely wanted",to
place,is
place is,like
place is like,a
place is like a,step
place is like a step,back
place is like a step back,in
place is like a step back in,time
place is like a step back in time,","
the,moment
the moment,we
the moment we,arrived
the moment we arrived,and
the moment we arrived and,the
the moment we arrived and the,door
the moment we arrived and the door,was
the moment we arrived and the door was,opened
to,wikipedia
to wikipedia,","
"to wikipedia ,",this
"to wikipedia , this",is
"to wikipedia , this is",the
"to wikipedia , this is the",oldest
"to wikipedia , this is the oldest",restaurant
"to wikipedia , this is the oldest restaurant",in
is,a
is a,famous
is a famous,restaurant
is a famous restaurant,and
is a famous restaurant and,does
is a famous restaurant and does,not
is a famous restaurant and does not,need
is a famous restaurant and does not need,my
always,enjoy
always enjoy,lunches
always enjoy lunches,at
always enjoy lunches at,restaurant
always enjoy lunches at restaurant,because
always enjoy lunches at restaurant because,the
always enjoy lunches at restaurant because the,is
always enjoy lunches at restaurant because the is,tasty
's,not
's not,just
's not just,the
's not just the,excellence
's not just the excellence,of
's not just the excellence of,the
's not just the excellence of the,food
's not just the excellence of the food,(
was,our
was our,third
was our third,visit
was our third visit,to
was our third visit to,","
"was our third visit to ,",kept
"was our third visit to , kept",for
"was our third visit to , kept for",special
in,for
in for,dessert
in for dessert,.
in for dessert .,they
in for dessert . they,had
in for dessert . they had,great
in for dessert . they had great,.
in for dessert . they had great .,told
you,like
you like,good
you like good,cooking
you like good cooking,","
"you like good cooking ,",you
"you like good cooking , you",need
"you like good cooking , you need",to
"you like good cooking , you need to",go
n't,been
n't been,to
n't been to,this
n't been to this,institution
n't been to this institution,for
n't been to this institution for,a
n't been to this institution for a,couple
n't been to this institution for a couple,of
was,our
was our,visit
was our visit,.
was our visit .,always
was our visit . always,want
was our visit . always want,to
was our visit . always want to,book
was our visit . always want to book,again
were,here
were here,with
were here with,friends
were here with friends,.
were here with friends .,is
were here with friends . is,really
were here with friends . is really,a
were here with friends . is really a,spectacular
may,be
may be,the
may be the,oldest
may be the oldest,place
may be the oldest place,to
may be the oldest place to,in
may be the oldest place to in,","
"may be the oldest place to in ,",but
course,the
course the,place
course the place,is
course the place is,gorgeous
course the place is gorgeous,to
course the place is gorgeous to,look
course the place is gorgeous to look,at
course the place is gorgeous to look at,-
nice,experience
nice experience,with
nice experience with,historical
nice experience with historical,significance
nice experience with historical significance,.
nice experience with historical significance .,food
nice experience with historical significance . food,was
nice experience with historical significance . food was,good
stuffy,was
stuffy was,my
stuffy was my,first
stuffy was my first,impression
stuffy was my first impression,.
stuffy was my first impression .,had
stuffy was my first impression . had,a
stuffy was my first impression . had a,reservation
visited,after
visited after,champagne
visited after champagne,in
visited after champagne in,the
visited after champagne in the,nearby
visited after champagne in the nearby,probably
visited after champagne in the nearby probably,chose
visited after champagne in the nearby probably chose,wrong
regret,the
regret the,relaxation
regret the relaxation,of
regret the relaxation of,dress
regret the relaxation of dress,standards
regret the relaxation of dress standards,(
regret the relaxation of dress standards (,surely
regret the relaxation of dress standards ( surely,.
with,my
with my,other
with my other,half
with my other half,to
with my other half to,celebrate
with my other half to celebrate,a
with my other half to celebrate a,big
with my other half to celebrate a big,birthday
loved,it
loved it,.
loved it .,took
loved it . took,the
loved it . took the,mister
loved it . took the mister,there
loved it . took the mister there,for
loved it . took the mister there for,his
mum,knew
mum knew,of
mum knew of,through
mum knew of through,'s
mum knew of through 's,novels
mum knew of through 's novels,and
mum knew of through 's novels and,more
mum knew of through 's novels and more,recently
this,for
this for,our
this for our,wedding
this for our wedding,anniversary
this for our wedding anniversary,.
this for our wedding anniversary .,cocktail
this for our wedding anniversary . cocktail,bar
this for our wedding anniversary . cocktail bar,and
these,days
these days,of
these days of,mass
these days of mass,market
these days of mass market,","
"these days of mass market ,",mega
"these days of mass market , mega",restaurants
"these days of mass market , mega restaurants",giving
had,a
had a,bad
had a bad,meal
had a bad meal,here
had a bad meal here,.
had a bad meal here .,and
had a bad meal here . and,kidney
had a bad meal here . and kidney,pudding
went,to
went to,late
went to late,afternoon
went to late afternoon,","
"went to late afternoon ,",midweek
"went to late afternoon , midweek",before
"went to late afternoon , midweek before",a
"went to late afternoon , midweek before a",theatre
restaurant,with
restaurant with,a
restaurant with a,lovely
restaurant with a lovely,old
restaurant with a lovely old,school
restaurant with a lovely old school,atmosphere
restaurant with a lovely old school atmosphere,","
"restaurant with a lovely old school atmosphere ,",very
service,is
service is,amazing
service is amazing,","
"service is amazing ,",with
"service is amazing , with",their
"service is amazing , with their",own
"service is amazing , with their own",doorman
"service is amazing , with their own doorman",ready
a,visit
a visit,for
a visit for,the
a visit for the,steak
a visit for the steak,pudding
a visit for the steak pudding,so
a visit for the steak pudding so,long
a visit for the steak pudding so long,as
",",for
", for",me
", for me",is
", for me is",restaurant
", for me is restaurant",","
", for me is restaurant ,",it
", for me is restaurant , it",'s
", for me is restaurant , it 's",very
visit,to
visit to,in
visit to in,as
visit to in as,many
visit to in as many,years
visit to in as many years,and
visit to in as many years and,we
visit to in as many years and we,were
really,wanted
really wanted,to
really wanted to,lunch
really wanted to lunch,at
really wanted to lunch at,as
really wanted to lunch at as,it
really wanted to lunch at as it,is
really wanted to lunch at as it is,advertised
old,fashioned
old fashioned,stylish
old fashioned stylish,atmosphere
old fashioned stylish atmosphere,.
old fashioned stylish atmosphere .,food
old fashioned stylish atmosphere . food,was
old fashioned stylish atmosphere . food was,ok
old fashioned stylish atmosphere . food was ok,but
had,lunch
had lunch,at
had lunch at,over
had lunch at over,with
had lunch at over with,a
had lunch at over with a,couple
had lunch at over with a couple,of
had lunch at over with a couple of,friends
a,good
a good,experience
a good experience,.
a good experience .,an
a good experience . an,friend
a good experience . an friend,as
a good experience . an friend as,this
a good experience . an friend as this,would
is,true
is true,","
"is true ,",classic
"is true , classic",food
"is true , classic food",at
"is true , classic food at",its
"is true , classic food at its",finest
"is true , classic food at its finest",.
was,a
was a,!
was a !,greets
was a ! greets,every
was a ! greets every,person
was a ! greets every person,and
was a ! greets every person and,has
was a ! greets every person and has,to
was,excellent
was excellent,","
"was excellent ,",traditional
"was excellent , traditional",fine
"was excellent , traditional fine",dining
"was excellent , traditional fine dining",.
"was excellent , traditional fine dining .",are
"was excellent , traditional fine dining . are",the
food,was
food was,great
food was great,and
food was great and,service
food was great and service,excellent
food was great and service excellent,.
food was great and service excellent .,heavy
food was great and service excellent . heavy,on
dined,at
dined at,for
dined at for,a
dined at for a,late
dined at for a late,lunch
dined at for a late lunch,with
dined at for a late lunch with,friends
dined at for a late lunch with friends,and
in,.
in .,children
in . children,had
in . children had,arranged
in . children had arranged,the
in . children had arranged the,booking
in . children had arranged the booking,and
in . children had arranged the booking and,gift
restaurant,looks
restaurant looks,like
restaurant looks like,something
restaurant looks like something,from
restaurant looks like something from,the
restaurant looks like something from the,last
restaurant looks like something from the last,.
restaurant looks like something from the last .,was
restaurant,is
restaurant is,up
restaurant is up,market
restaurant is up market,","
"restaurant is up market ,",very
"restaurant is up market , very",pucker
"restaurant is up market , very pucker",and
"restaurant is up market , very pucker and",great
the,oldest
the oldest,restaurant
the oldest restaurant,in
the oldest restaurant in,is
the oldest restaurant in is,very
the oldest restaurant in is very,traditional
the oldest restaurant in is very traditional,","
"the oldest restaurant in is very traditional ,",both
is,a
is a,favourite
is a favourite,restaurant
is a favourite restaurant,in
is a favourite restaurant in,.
is a favourite restaurant in .,food
is a favourite restaurant in . food,","
"is a favourite restaurant in . food ,",history
myself,for
myself for,dinner
myself for dinner,here
myself for dinner here,after
myself for dinner here after,walking
myself for dinner here after walking,by
myself for dinner here after walking by,and
myself for dinner here after walking by and,being
ca,n't
ca n't,say
ca n't say,enough
ca n't say enough,about
ca n't say enough about,this
ca n't say enough about this,restaurant
ca n't say enough about this restaurant,.
ca n't say enough about this restaurant .,'s
my,favourite
my favourite,london
my favourite london,restaurant
my favourite london restaurant,.
my favourite london restaurant .,always
my favourite london restaurant . always,excellent
my favourite london restaurant . always excellent,~
my favourite london restaurant . always excellent ~,always
just,spent
just spent,a
just spent a,few
just spent a few,days
just spent a few days,in
just spent a few days in,we
just spent a few days in we,decided
just spent a few days in we decided,to
ate,here
ate here,with
ate here with,friends
ate here with friends,for
ate here with friends for,a
ate here with friends for a,celebratory
ate here with friends for a celebratory,meal
ate here with friends for a celebratory meal,and
fabulous,.
fabulous .,doubt
fabulous . doubt,a
fabulous . doubt a,institution
fabulous . doubt a institution,and
fabulous . doubt a institution and,always
fabulous . doubt a institution and always,impeccable
fabulous . doubt a institution and always impeccable,food
met,some
met some,friends
met some friends,from
met some friends from,the
met some friends from the,at
met some friends from the at,and
met some friends from the at and,had
met some friends from the at and had,an
it,is
it is,rather
it is rather,difficult
it is rather difficult,to
it is rather difficult to,book
it is rather difficult to book,a
it is rather difficult to book a,table
it is rather difficult to book a table,here
average,food
average food,","
"average food ,",second
"average food , second",rate
"average food , second rate",service
"average food , second rate service",and
"average food , second rate service and",is
